age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,education_age_ratio,work_age_ratio,dataset_split
21,0,221661,2,9,4,3,3,4,0,0,0,35,38,0,0.4285714285714285,86.66666666666667,test
59,0,81973,2,14,2,1,0,1,1,0,0,40,38,1,0.2372881355932203,35.25423728813559,validation
31,0,169122,1,10,2,1,0,4,1,0,0,50,38,0,0.3225806451612903,83.87096774193549,train
48,0,216734,1,10,0,1,1,4,0,0,0,40,38,0,0.2083333333333333,43.333333333333336,train
34,0,98101,4,4,2,4,0,4,1,0,0,40,38,0,0.1176470588235294,61.1764705882353,train
19,0,292511,1,10,4,0,3,4,1,0,0,25,38,0,0.5263157894736842,68.42105263157895,validation
20,0,122971,1,10,4,3,3,4,1,0,0,35,38,0,0.5,91.0,train
29,0,124953,1,13,4,1,3,4,1,0,0,50,38,0,0.4482758620689655,89.65517241379311,train
54,0,123011,1,10,2,4,0,4,1,0,0,40,38,1,0.1851851851851851,38.51851851851852,train
36,0,76417,2,9,2,4,0,4,1,0,0,52,38,0,0.25,75.11111111111111,train
43,0,351576,1,13,4,3,1,4,1,0,0,50,38,1,0.3023255813953488,60.46511627906977,train
46,2,33794,1,13,2,1,0,4,1,3103,0,40,38,1,0.2826086956521739,45.21739130434783,train
33,0,79923,2,14,2,1,0,4,1,0,0,45,38,1,0.4242424242424242,70.9090909090909,train
33,0,117983,4,6,0,0,4,4,0,0,0,45,38,0,0.1818181818181818,70.9090909090909,validation
36,0,186110,1,10,2,4,0,4,1,0,0,40,38,0,0.2777777777777778,57.77777777777778,test
37,0,187589,2,9,2,4,0,4,1,5178,0,40,38,1,0.2432432432432432,56.21621621621622,validation
45,3,162923,2,9,2,4,0,4,1,0,0,60,38,0,0.2,69.33333333333333,test
25,0,288519,1,13,4,1,1,4,0,0,0,40,38,0,0.52,83.2,test
28,0,33798,0,11,2,4,0,4,1,0,0,40,38,0,0.3928571428571428,74.28571428571429,train
26,0,195734,2,9,4,1,3,4,0,2354,0,40,38,0,0.3461538461538461,80.0,train
23,0,214120,2,9,4,3,3,4,1,0,0,40,38,0,0.391304347826087,90.43478260869566,validation
24,0,113515,2,9,4,1,1,4,0,0,0,40,38,0,0.375,86.66666666666667,test
58,3,261230,1,10,0,1,1,4,0,0,0,40,38,0,0.1724137931034483,35.86206896551724,validation
36,0,98515,0,11,0,1,4,4,0,0,0,40,38,0,0.3055555555555556,57.77777777777778,test
46,0,187715,1,10,2,3,0,4,1,0,0,50,38,0,0.217391304347826,56.52173913043478,train
32,0,123964,1,10,2,3,0,4,1,4386,0,50,38,0,0.3125,81.25,validation
26,0,68991,2,9,4,0,4,2,1,0,0,40,38,0,0.3461538461538461,80.0,train
52,0,292110,4,3,4,4,1,4,0,0,0,40,38,0,0.0576923076923076,40.0,train
19,0,198320,2,9,4,0,1,4,0,0,0,45,38,0,0.4736842105263157,123.15789473684212,train
33,0,709798,1,13,2,1,0,4,1,0,0,60,38,1,0.3939393939393939,94.54545454545456,train
60,0,372838,2,9,2,4,0,4,1,0,0,40,38,0,0.15,34.666666666666664,validation
39,0,160402,1,10,0,1,1,4,1,0,0,38,38,0,0.2564102564102564,50.66666666666666,train
45,0,98475,1,13,0,1,1,4,1,0,0,45,38,0,0.2888888888888888,52.0,test
37,2,97136,1,10,3,1,4,2,0,0,0,40,38,0,0.2702702702702703,56.21621621621622,train
29,0,136985,0,12,4,1,3,4,1,0,0,40,38,0,0.4137931034482758,71.72413793103448,train
53,0,187356,1,10,2,4,0,4,1,0,0,66,38,0,0.1886792452830188,64.75471698113208,train
46,2,107231,1,10,2,1,0,4,1,0,1740,40,38,0,0.217391304347826,45.21739130434783,validation
20,0,305874,1,10,4,4,3,4,1,0,0,40,38,0,0.5,104.0,test
39,0,290922,2,14,4,1,3,4,0,0,0,40,38,0,0.358974358974359,53.333333333333336,train
48,0,248254,1,10,2,1,5,4,0,7298,0,40,38,1,0.2083333333333333,43.333333333333336,train
38,0,160808,2,9,2,4,0,2,1,4386,0,48,38,0,0.2368421052631578,65.6842105263158,train
36,0,247321,2,9,2,4,0,4,1,0,0,45,38,0,0.25,65.0,train
53,0,247651,4,4,0,4,4,2,0,0,0,56,38,0,0.0754716981132075,54.943396226415096,validation
29,0,214702,2,9,4,4,1,4,1,0,1974,35,38,0,0.3103448275862069,62.75862068965517,train
64,0,75577,4,4,2,1,0,4,1,2580,0,50,38,0,0.0625,40.625,train
34,0,561334,1,10,2,1,0,4,1,0,0,50,38,1,0.2941176470588235,76.47058823529412,train
41,2,401134,1,13,0,1,4,4,0,0,0,40,38,0,0.3170731707317073,50.73170731707317,train
34,0,258170,2,9,0,1,4,4,0,0,0,38,38,0,0.2647058823529412,58.11764705882353,train
22,0,300871,1,10,2,1,0,4,1,0,0,40,38,0,0.4545454545454545,94.54545454545456,test
43,0,136721,4,8,2,4,0,4,1,0,0,40,38,0,0.1860465116279069,48.372093023255815,train
36,0,109133,1,10,4,1,1,4,1,0,0,40,38,0,0.2777777777777778,57.77777777777778,train
47,0,186534,2,9,2,3,0,4,1,0,0,55,38,1,0.1914893617021276,60.85106382978724,test
33,0,241885,1,10,5,4,1,4,1,0,0,40,38,0,0.303030303030303,63.03030303030303,train
27,0,97165,1,10,4,4,2,4,0,0,0,40,38,0,0.3703703703703703,77.03703703703704,train
33,0,212918,1,10,4,1,1,4,1,0,0,70,38,0,0.303030303030303,110.3030303030303,train
24,0,211585,2,9,2,4,3,4,0,0,0,40,38,0,0.375,86.66666666666667,test
47,2,178309,1,10,0,1,1,4,0,0,0,40,38,0,0.2127659574468085,44.255319148936174,validation
48,3,481987,4,6,2,1,0,4,1,0,0,40,38,0,0.125,43.333333333333336,validation
28,0,215211,2,9,2,3,0,4,1,0,0,50,38,0,0.3214285714285714,92.85714285714286,train
33,2,194901,1,13,2,1,0,4,1,0,0,40,38,1,0.3939393939393939,63.03030303030303,train
44,0,340885,1,13,2,4,0,4,1,0,1977,40,38,1,0.2954545454545454,47.27272727272727,train
33,2,190290,0,11,4,2,1,4,1,0,0,56,38,0,0.3333333333333333,88.24242424242425,train
26,0,188569,1,10,4,1,1,4,0,0,0,25,38,0,0.3846153846153846,50.0,validation
22,0,162282,0,11,4,1,3,4,1,0,0,40,38,0,0.5,94.54545454545456,validation
34,0,287315,1,10,2,1,0,4,1,0,0,55,38,1,0.2941176470588235,84.11764705882354,test
31,3,304212,1,10,4,1,3,4,1,0,0,45,38,0,0.3225806451612903,75.48387096774194,train
38,2,256864,0,11,2,1,0,4,1,0,0,40,38,0,0.2894736842105263,54.73684210526316,train
51,3,46401,1,10,2,1,5,4,0,0,0,40,38,1,0.196078431372549,40.78431372549019,train
36,0,37778,1,10,2,1,0,4,1,0,0,40,38,0,0.2777777777777778,57.77777777777778,test
29,0,191722,1,10,2,2,0,4,1,7688,0,54,38,1,0.3448275862068966,96.82758620689656,train
64,3,103643,2,9,2,3,0,4,1,0,0,15,38,1,0.140625,12.1875,train
24,0,143766,1,10,4,4,3,4,1,0,0,55,38,0,0.4166666666666667,119.16666666666669,train
21,2,204425,1,10,4,1,3,4,0,0,0,20,38,0,0.4761904761904761,49.523809523809526,train
28,0,156257,1,10,2,4,0,4,1,0,0,60,38,1,0.3571428571428571,111.42857142857144,validation
41,3,112262,2,9,2,4,0,4,1,0,0,50,38,0,0.2195121951219512,63.41463414634146,test
17,0,28031,4,5,4,0,3,4,1,0,0,16,38,0,0.2941176470588235,48.94117647058823,train
58,0,320102,3,16,2,1,0,4,1,0,0,50,38,1,0.2758620689655172,44.82758620689656,validation
50,3,334273,1,13,2,3,0,4,1,0,0,8,38,0,0.26,8.32,train
30,0,356015,4,7,3,4,1,0,1,0,0,40,25,0,0.2333333333333333,69.33333333333333,train
47,0,278900,2,9,2,4,0,4,1,0,0,40,38,0,0.1914893617021276,44.255319148936174,train
24,0,142528,1,10,4,3,3,4,1,0,0,20,38,0,0.4166666666666667,43.333333333333336,train
50,2,343014,1,10,2,1,0,2,1,0,0,40,38,0,0.2,41.6,train
29,0,201017,2,14,4,1,1,4,1,0,0,55,33,0,0.4827586206896552,98.6206896551724,test
31,3,81030,3,16,2,1,0,4,1,0,0,40,38,1,0.5161290322580645,67.09677419354838,train
40,3,34007,2,9,2,4,0,4,1,0,0,70,38,1,0.225,91.0,train
31,0,29662,1,10,4,3,1,4,0,0,0,60,38,0,0.3225806451612903,100.64516129032258,train
53,0,347446,4,5,2,4,0,2,1,0,0,40,38,0,0.0943396226415094,39.24528301886792,train
33,0,90668,2,9,4,1,1,4,0,0,0,40,38,0,0.2727272727272727,63.03030303030303,train
43,0,190403,1,13,2,0,0,4,1,0,0,40,38,0,0.3023255813953488,48.372093023255815,validation
56,0,109015,1,10,2,1,5,4,0,7688,0,50,38,1,0.1785714285714285,46.42857142857143,train
38,0,234807,1,13,2,1,5,4,0,0,0,50,38,1,0.3421052631578947,68.42105263157895,train
18,0,157131,4,7,4,3,3,4,0,0,0,30,38,0,0.3888888888888889,86.66666666666667,validation
50,0,94081,2,9,2,1,0,4,1,0,0,40,38,1,0.18,41.6,train
78,0,135566,2,9,6,3,4,4,0,2329,0,12,38,0,0.1153846153846153,8.0,validation
27,0,103164,4,7,2,4,0,4,1,0,0,40,38,0,0.2592592592592592,77.03703703703704,train
19,0,570002,1,10,4,3,3,4,0,0,0,25,38,0,0.5263157894736842,68.42105263157895,validation
24,2,215797,1,13,4,1,1,4,0,0,0,40,38,0,0.5416666666666666,86.66666666666667,train
20,0,289405,1,10,4,3,3,4,1,0,1602,15,38,0,0.5,39.0,train
25,0,239461,2,14,4,1,3,4,1,0,0,35,38,0,0.56,72.8,train
34,0,101510,1,13,0,3,1,4,0,0,0,50,38,1,0.3823529411764705,76.47058823529412,validation
30,3,443546,0,11,2,3,0,4,1,0,0,35,38,0,0.3666666666666666,60.66666666666666,validation
37,2,141029,2,14,0,1,1,4,0,0,0,40,38,0,0.3783783783783784,56.21621621621622,train
38,0,207202,2,9,2,4,0,4,1,0,0,48,38,1,0.2368421052631578,65.6842105263158,validation
67,1,137192,2,9,2,1,0,1,1,0,0,12,29,0,0.1343283582089552,9.313432835820896,train
35,0,222989,2,9,2,4,0,4,1,0,0,30,38,0,0.2571428571428571,44.57142857142857,validation
75,3,36325,2,9,2,4,0,4,1,0,0,30,38,0,0.12,20.8,test
47,0,73394,1,10,2,1,5,4,0,0,0,50,38,0,0.2127659574468085,55.319148936170215,train
23,0,249046,4,6,2,4,0,4,1,0,0,40,38,0,0.2608695652173913,90.43478260869566,train
51,2,100653,2,9,0,1,1,4,0,0,0,8,38,0,0.1764705882352941,8.156862745098039,train
42,2,1125613,2,9,0,0,1,2,1,0,0,40,38,0,0.2142857142857142,49.523809523809526,validation
32,0,101352,1,10,2,1,5,4,0,0,0,32,38,1,0.3125,52.0,validation
54,0,340476,2,9,5,3,4,4,0,0,0,35,38,0,0.1666666666666666,33.7037037037037,validation
20,0,192711,1,10,4,4,3,4,0,0,0,40,38,0,0.5,104.0,validation
39,0,273362,2,9,2,4,0,4,1,0,0,40,38,1,0.2307692307692307,53.333333333333336,train
41,0,100451,2,9,2,4,0,4,1,7688,0,38,38,1,0.2195121951219512,48.19512195121951,train
35,0,85399,2,9,4,4,1,4,0,0,0,40,38,0,0.2571428571428571,59.42857142857143,test
45,2,168191,1,13,2,4,0,4,1,0,0,35,38,1,0.2888888888888888,40.44444444444444,train
27,0,153475,1,13,4,3,1,4,0,0,0,40,38,0,0.4814814814814814,77.03703703703704,train
61,3,196773,4,4,2,3,0,4,1,0,0,30,38,1,0.0655737704918032,25.57377049180328,train
41,0,180138,2,9,4,3,1,4,1,0,0,50,38,0,0.2195121951219512,63.41463414634146,train
22,0,48347,1,10,4,1,3,4,1,0,0,40,38,0,0.4545454545454545,94.54545454545456,train
55,0,175071,1,10,2,4,0,2,1,15024,0,40,38,1,0.1818181818181818,37.81818181818182,test
25,0,181772,1,10,2,4,0,4,1,0,0,40,38,0,0.4,83.2,train
20,0,284317,1,10,4,0,3,4,0,0,0,35,38,0,0.5,91.0,test
20,0,237305,1,10,4,4,2,2,0,0,0,35,38,0,0.5,91.0,test
67,3,111321,1,13,2,1,0,4,1,0,0,16,38,0,0.1940298507462686,12.417910447761194,train
44,0,278476,1,10,2,3,0,4,1,0,0,60,38,1,0.2272727272727272,70.9090909090909,train
42,0,39060,2,9,2,3,0,4,1,0,0,60,38,1,0.2142857142857142,74.28571428571429,test
29,2,205262,1,10,4,1,1,3,1,0,0,40,6,0,0.3448275862068966,71.72413793103448,test
48,0,198000,1,10,4,4,4,4,0,0,0,38,38,1,0.2083333333333333,41.16666666666666,train
25,0,397962,2,9,4,1,2,2,0,0,0,40,38,0,0.36,83.2,test
31,0,178370,2,9,0,0,4,4,0,0,0,99,38,1,0.2903225806451613,166.06451612903226,train
48,0,121253,1,13,3,3,4,4,0,0,2472,70,38,1,0.2708333333333333,75.83333333333333,test
40,0,56072,2,14,0,1,1,4,1,0,0,20,38,0,0.35,26.0,train
26,0,176756,1,10,2,3,0,4,1,0,0,40,38,0,0.3846153846153846,80.0,train
28,0,60374,2,9,2,0,3,4,0,0,0,35,38,0,0.3214285714285714,65.0,train
52,0,165681,1,10,2,4,0,4,1,0,0,40,38,1,0.1923076923076923,40.0,train
41,3,287037,2,9,2,1,0,4,1,0,0,40,38,0,0.2195121951219512,50.73170731707317,train
39,3,55568,1,13,2,4,5,4,0,0,0,50,38,0,0.3333333333333333,66.66666666666667,validation
48,0,155509,2,9,4,1,1,2,0,0,0,16,37,0,0.1875,17.333333333333332,test
19,0,201178,2,9,4,3,1,4,0,0,0,30,38,0,0.4736842105263157,82.10526315789474,train
27,0,37250,1,10,2,4,0,4,1,0,1651,40,38,0,0.3703703703703703,77.03703703703704,train
59,0,314149,0,11,2,3,0,4,1,0,1740,50,38,0,0.1864406779661017,44.067796610169495,validation
19,0,264593,1,10,4,3,2,4,1,0,0,40,38,0,0.5263157894736842,109.47368421052632,test
32,0,159589,2,9,4,4,3,4,1,0,0,50,38,0,0.28125,81.25,train
39,0,454915,2,9,4,4,2,4,1,0,0,40,38,0,0.2307692307692307,53.333333333333336,test
33,0,285131,2,9,2,4,0,4,1,0,0,40,38,0,0.2727272727272727,63.03030303030303,test
38,0,150057,2,9,4,4,1,4,1,0,0,40,38,0,0.2368421052631578,54.73684210526316,train
27,0,55390,1,10,4,4,3,4,1,0,0,45,38,0,0.3703703703703703,86.66666666666667,train
23,0,314894,2,9,4,1,3,4,0,0,0,45,38,0,0.391304347826087,101.7391304347826,train
25,2,124483,1,13,4,1,1,1,1,0,0,20,18,0,0.52,41.6,train
37,3,97986,0,12,2,3,0,4,1,0,0,68,38,0,0.3243243243243243,95.56756756756756,train
31,0,210562,2,9,2,4,0,4,1,0,0,65,38,0,0.2903225806451613,109.03225806451611,train
24,0,233280,0,12,4,3,3,4,0,0,0,37,38,0,0.5,80.16666666666667,train
53,2,164300,1,13,0,1,4,4,0,0,0,38,5,0,0.2452830188679245,37.283018867924525,validation
25,0,263773,1,10,2,1,5,4,0,0,0,40,38,1,0.4,83.2,test
59,0,96459,4,7,4,4,1,4,1,0,0,40,38,0,0.1186440677966101,35.25423728813559,train
39,2,116608,2,9,0,1,4,4,0,0,0,40,38,0,0.2307692307692307,53.333333333333336,train
28,0,180007,1,10,4,4,3,4,1,0,0,40,38,0,0.3571428571428571,74.28571428571429,test
22,0,305466,2,9,4,4,1,4,1,0,0,40,38,0,0.4090909090909091,94.54545454545456,train
20,0,238917,2,9,4,4,2,4,1,0,0,40,7,0,0.45,104.0,train
25,0,129784,1,10,4,0,3,4,0,0,0,40,38,0,0.4,83.2,train
27,0,367390,1,10,4,4,4,4,1,0,0,50,38,0,0.3703703703703703,96.29629629629628,train
20,0,235691,2,9,4,3,4,4,1,0,0,40,38,0,0.45,104.0,test
43,3,160369,4,6,0,4,4,4,1,0,0,25,38,0,0.1395348837209302,30.232558139534884,train
39,0,206298,1,10,0,1,1,4,0,0,0,40,38,0,0.2564102564102564,53.333333333333336,train
27,0,183523,1,13,4,1,1,4,1,0,0,45,38,0,0.4814814814814814,86.66666666666667,train
17,0,217342,4,6,4,3,3,4,0,0,0,5,38,0,0.3529411764705882,15.294117647058824,train
40,2,141858,2,15,2,1,0,4,1,0,0,72,38,0,0.375,93.6,validation
50,0,213296,1,10,2,4,0,4,1,0,0,48,38,1,0.2,49.92,train
23,3,201682,1,13,4,1,3,4,0,0,0,35,38,0,0.5652173913043478,79.1304347826087,train
60,0,178312,2,9,2,3,0,4,1,7298,0,65,38,1,0.15,56.333333333333336,validation
30,0,269723,2,9,4,1,1,4,0,0,0,40,38,0,0.3,69.33333333333333,validation
24,0,200593,2,9,2,4,0,4,1,0,0,50,38,0,0.375,108.33333333333331,test
23,0,32616,1,13,4,1,3,4,0,0,0,20,38,0,0.5652173913043478,45.21739130434783,train
24,0,259510,1,13,2,1,0,4,1,5013,0,30,38,0,0.5416666666666666,65.0,train
45,3,271828,1,13,2,4,0,4,1,0,0,20,38,0,0.2888888888888888,23.11111111111111,train
58,3,78104,1,10,2,1,0,4,1,7298,0,60,38,1,0.1724137931034483,53.793103448275865,train
22,0,113703,1,10,4,3,2,4,1,0,0,20,38,0,0.4545454545454545,47.27272727272727,train
41,0,187802,1,10,4,4,1,4,1,0,0,40,38,0,0.2439024390243902,50.73170731707317,train
48,0,440706,4,4,2,4,0,4,1,0,0,40,38,1,0.0833333333333333,43.333333333333336,train
31,0,191834,2,9,0,4,2,4,1,0,0,40,38,0,0.2903225806451613,67.09677419354838,train
33,0,149184,2,15,2,1,0,4,1,0,1977,50,38,1,0.4545454545454545,78.78787878787878,train
49,3,315998,1,13,2,1,0,4,1,0,0,50,38,0,0.2653061224489796,53.06122448979592,test
30,0,159589,1,13,2,1,0,4,1,7688,0,50,38,1,0.4333333333333333,86.66666666666667,train
38,0,60313,2,9,4,4,1,4,1,0,0,40,38,0,0.2368421052631578,54.73684210526316,train
58,2,32855,2,9,2,4,0,4,1,0,0,48,38,0,0.1551724137931034,43.03448275862069,test
58,0,142326,1,13,0,1,1,4,0,0,0,50,38,0,0.2241379310344827,44.82758620689656,test
61,3,201965,2,9,2,1,0,4,1,0,0,40,38,0,0.1475409836065573,34.09836065573771,test
58,0,172333,2,9,2,3,0,4,1,7688,0,40,38,1,0.1551724137931034,35.86206896551724,train
32,0,206541,0,11,2,1,0,4,1,0,0,45,38,1,0.34375,73.125,train
33,3,177828,2,9,0,4,1,4,1,0,0,50,38,0,0.2727272727272727,78.78787878787878,test
28,0,303440,1,13,5,1,1,4,0,0,0,50,38,1,0.4642857142857143,92.85714285714286,test
22,0,89991,1,10,4,0,3,4,0,0,0,11,38,0,0.4545454545454545,26.0,train
35,0,186009,2,9,2,4,0,4,1,0,0,40,38,1,0.2571428571428571,59.42857142857143,train
59,0,170988,2,9,2,3,0,4,1,0,0,55,38,0,0.1525423728813559,48.47457627118644,train
50,3,213654,2,9,2,3,0,2,1,0,0,40,38,0,0.18,41.6,test
56,3,32316,4,8,6,1,1,4,0,0,0,40,38,0,0.1428571428571428,37.142857142857146,validation
36,3,150371,2,9,4,4,1,4,1,0,0,40,38,0,0.25,57.77777777777778,test
28,0,314649,1,10,2,3,0,0,1,0,0,60,38,0,0.3571428571428571,111.42857142857144,validation
42,0,240255,0,11,2,1,0,2,1,0,0,40,38,1,0.2619047619047619,49.523809523809526,train
60,0,206339,2,9,2,0,0,4,1,0,0,40,38,0,0.15,34.666666666666664,train
41,3,230168,1,10,2,3,0,4,1,0,0,91,38,0,0.2439024390243902,115.41463414634148,train
42,0,171424,1,13,2,1,0,4,1,7298,0,45,38,1,0.3095238095238095,55.71428571428572,test
36,0,148581,2,9,2,4,0,4,1,0,0,55,38,1,0.25,79.44444444444444,train
52,2,89705,2,14,2,1,0,4,1,0,0,40,38,1,0.2692307692307692,40.0,train
42,3,248406,2,9,2,4,0,4,1,0,0,40,38,0,0.2142857142857142,49.523809523809526,train
26,2,72594,1,10,2,2,0,4,1,0,0,55,38,1,0.3846153846153846,110.0,validation
31,2,137537,1,13,0,1,4,4,0,0,0,40,38,0,0.4193548387096774,67.09677419354838,validation
47,0,225065,4,3,5,3,4,4,0,0,0,40,25,0,0.0638297872340425,44.255319148936174,train
35,0,217274,1,10,2,4,0,4,1,0,0,50,38,0,0.2857142857142857,74.28571428571429,train
19,0,69151,4,5,4,4,3,4,1,0,0,25,38,0,0.2631578947368421,68.42105263157895,test
59,3,81107,1,10,2,3,5,4,0,0,0,80,38,1,0.1694915254237288,70.50847457627118,train
38,0,205852,1,13,2,1,0,4,1,0,0,40,38,1,0.3421052631578947,54.73684210526316,test
36,0,201117,1,13,2,1,0,4,1,0,0,50,38,0,0.3611111111111111,72.22222222222223,train
35,0,397307,2,14,4,1,1,4,0,0,0,55,38,0,0.4,81.71428571428571,train
39,0,115422,2,9,2,4,0,4,1,0,0,30,38,0,0.2307692307692307,40.0,train
64,0,114994,1,10,5,0,1,4,1,0,0,40,38,0,0.15625,32.5,validation
17,2,39815,4,6,4,0,3,4,0,0,0,25,38,0,0.3529411764705882,76.47058823529412,train
49,0,151584,1,10,2,0,0,4,1,0,0,32,38,0,0.2040816326530612,33.95918367346939,train
19,0,164938,1,10,4,0,3,4,0,0,0,25,38,0,0.5263157894736842,68.42105263157895,train
36,3,179896,2,9,2,1,5,4,0,3137,0,40,38,0,0.25,57.77777777777778,train
26,0,253841,2,9,4,4,1,4,1,0,0,45,38,0,0.3461538461538461,90.0,train
27,0,177955,4,3,4,3,2,4,0,2176,0,40,7,0,0.1111111111111111,77.03703703703704,test
66,0,113323,1,13,2,1,0,4,1,20051,0,40,38,1,0.1969696969696969,31.51515151515152,test
38,0,320305,4,4,2,1,0,4,1,0,0,40,38,0,0.1052631578947368,54.73684210526316,train
25,0,229287,1,13,4,1,2,4,0,0,0,25,38,0,0.52,52.0,train
19,0,100790,2,9,4,1,1,4,0,0,0,40,38,0,0.4736842105263157,109.47368421052632,train
30,0,331419,0,12,4,4,1,4,1,4787,0,50,38,1,0.4,86.66666666666667,test
22,0,171419,0,11,4,1,4,1,1,0,0,40,34,0,0.5,94.54545454545456,train
60,0,202226,1,10,0,4,3,4,1,0,0,44,38,1,0.1666666666666666,38.13333333333333,validation
54,0,308087,1,10,2,1,0,4,1,0,1977,18,38,1,0.1851851851851851,17.333333333333332,test
46,0,220124,2,9,5,4,1,4,1,0,0,37,38,0,0.1956521739130435,41.82608695652174,train
33,2,31703,1,10,4,0,3,4,1,0,0,40,38,0,0.303030303030303,63.03030303030303,train
51,2,153908,2,14,0,1,1,4,0,0,0,40,38,0,0.2745098039215686,40.78431372549019,train
43,0,180599,2,15,2,1,0,4,1,15024,0,60,38,1,0.3488372093023256,72.55813953488372,test
60,3,160062,2,9,2,4,0,4,1,0,0,25,38,0,0.15,21.666666666666668,train
39,3,148443,2,9,2,4,0,4,1,0,0,60,38,0,0.2307692307692307,80.0,train
23,0,91733,1,13,4,1,3,4,0,3325,0,40,38,0,0.5652173913043478,90.43478260869566,test
39,0,176634,0,12,4,1,1,4,0,0,0,40,38,0,0.3076923076923077,53.333333333333336,train
40,2,74949,1,10,4,1,1,4,1,0,0,40,38,0,0.25,52.0,train
48,0,165484,1,10,2,1,0,4,1,0,0,65,38,1,0.2083333333333333,70.41666666666667,train
24,0,44738,2,9,4,4,2,4,1,0,0,40,38,0,0.375,86.66666666666667,train
32,0,130040,2,9,0,4,1,4,1,0,0,40,38,0,0.28125,65.0,validation
31,3,234537,1,10,2,4,0,4,1,0,0,60,38,0,0.3225806451612903,100.64516129032258,test
39,0,179016,2,9,4,4,1,2,1,0,0,40,38,0,0.2307692307692307,53.333333333333336,train
27,0,335421,2,14,4,1,3,4,0,0,0,40,38,0,0.5185185185185185,77.03703703703704,train
45,2,312678,2,14,4,1,1,2,1,0,0,38,38,0,0.3111111111111111,43.91111111111111,train
31,0,198751,1,13,4,4,1,1,1,0,0,40,39,0,0.4193548387096774,67.09677419354838,train
63,0,131519,2,9,0,1,1,4,0,0,0,40,38,0,0.1428571428571428,33.01587301587302,train
45,0,285060,1,13,2,1,0,4,1,0,0,50,38,1,0.2888888888888888,57.77777777777778,train
28,2,189765,1,10,5,1,4,4,0,0,0,50,38,0,0.3571428571428571,92.85714285714286,validation
23,0,130905,1,13,4,3,3,4,0,0,0,40,38,0,0.5652173913043478,90.43478260869566,train
50,0,146325,2,9,2,4,0,4,1,0,0,44,38,1,0.18,45.76,validation
33,0,102821,4,8,2,2,0,4,1,0,0,40,38,0,0.2424242424242424,63.03030303030303,train
27,0,388998,1,13,4,3,1,4,1,13550,0,46,38,1,0.4814814814814814,88.5925925925926,train
29,0,82910,1,10,2,4,0,4,1,0,0,40,38,0,0.3448275862068966,71.72413793103448,train
36,0,309122,2,9,0,1,4,4,0,0,0,35,38,0,0.25,50.55555555555556,validation
60,0,532845,4,2,2,4,0,4,1,0,0,40,25,1,0.0333333333333333,34.666666666666664,train
23,0,55215,1,13,4,3,3,4,1,0,0,55,38,0,0.5652173913043478,124.34782608695652,train
38,3,176357,2,9,2,1,0,4,1,0,0,50,38,0,0.2368421052631578,68.42105263157895,train
60,0,185836,2,15,2,1,0,4,1,0,0,40,38,1,0.25,34.666666666666664,test
20,3,54152,1,10,4,4,1,4,0,0,0,35,38,0,0.5,91.0,train
37,0,212437,1,10,6,4,4,2,0,0,0,48,38,0,0.2702702702702703,67.45945945945945,test
37,0,224566,2,9,4,4,4,4,1,0,0,40,38,0,0.2432432432432432,56.21621621621622,validation
58,0,200040,2,9,2,4,0,4,1,0,0,40,38,0,0.1551724137931034,35.86206896551724,test
25,0,41526,1,13,4,4,3,4,1,0,0,30,1,0,0.52,62.4,train
27,0,89598,1,10,4,1,4,4,0,0,0,60,38,0,0.3703703703703703,115.55555555555556,train
33,0,323811,1,10,2,4,0,4,1,0,0,55,38,0,0.303030303030303,86.66666666666667,train
43,2,30824,1,10,0,1,1,4,0,0,0,40,38,0,0.2325581395348837,48.372093023255815,train
21,2,181096,1,10,4,1,3,2,1,0,0,20,38,0,0.4761904761904761,49.523809523809526,train
45,0,217953,2,9,2,4,0,3,1,0,0,40,25,0,0.2,46.22222222222222,validation
44,0,222635,4,3,2,4,0,2,1,0,0,40,38,0,0.0681818181818181,47.27272727272727,train
53,0,346871,2,9,0,1,1,4,1,4787,0,46,38,1,0.1698113207547169,45.13207547169812,validation
31,0,184889,2,9,4,0,3,2,0,0,0,20,38,0,0.2903225806451613,33.54838709677419,train
18,2,101709,4,7,4,0,3,1,1,0,0,15,29,0,0.3888888888888889,43.333333333333336,train
20,0,125010,2,9,4,0,3,4,0,0,0,30,38,0,0.45,78.0,test
32,0,53135,2,9,4,4,1,4,1,0,0,40,38,0,0.28125,65.0,train
48,0,498328,4,6,2,4,0,2,1,0,0,40,38,0,0.125,43.333333333333336,train
46,0,604380,2,9,2,0,0,2,1,0,0,40,38,0,0.1956521739130435,45.21739130434783,train
28,0,174327,2,9,2,4,0,4,1,0,0,50,38,0,0.3214285714285714,92.85714285714286,train
27,3,357283,2,9,4,3,1,2,1,0,0,40,38,0,0.3333333333333333,77.03703703703704,validation
18,2,280728,1,10,4,3,3,4,0,0,0,32,38,0,0.5555555555555556,92.44444444444444,test
69,3,185039,2,9,2,1,0,4,1,9386,0,12,38,1,0.1304347826086956,9.043478260869565,train
50,3,251240,2,14,2,3,0,4,1,0,0,40,38,1,0.28,41.6,train
43,0,143046,2,9,2,4,5,4,0,0,0,40,11,0,0.2093023255813953,48.372093023255815,train
32,0,210541,1,13,0,3,4,4,0,0,0,30,38,0,0.40625,48.75,train
